record_id,artifact_code,retrieval_anchor,task_id,execution_id,object_id,trace_id,incident_id,recovery_case_id,component,error_code,failure_reason,current_value,last_success_value,action,status,observed_at,source_uri,confidence,confidence_basis
CSV-PROF-799-014,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0014,EXEC-tenant-10-project-102-0014,object-13,trace-tenant-10-project-102-0014,INC-tenant-10-project-102-0014,RC-tenant-10-project-102-0014,MinIO,CHECKPOINT_STALE,"位点落后或与提交不一致：worker 回执、目标提交、位点时间",313,300,"选择最近已确认位点并验证去重",RECOVERED,2026-08-10T02:23:00.000Z,synthetic://datasmart-govern/field-profile-statistics/14,0.93,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-015,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0015,EXEC-tenant-10-project-102-0015,object-14,trace-tenant-10-project-102-0015,INC-tenant-10-project-102-0015,RC-tenant-10-project-102-0015,Model Provider,KAFKA_BACKLOG_HIGH,"消费者处理速度低于生产速度：group、partition、lag、处理时延",314,300,"隔离坏消息并在容量允许时扩容",ATTENTION_REQUIRED,2026-08-10T02:34:00.000Z,synthetic://datasmart-govern/field-profile-statistics/15,0.94,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-016,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0016,EXEC-tenant-10-project-102-0016,object-15,trace-tenant-10-project-102-0016,INC-tenant-10-project-102-0016,RC-tenant-10-project-102-0016,Embedding,OUTBOX_DELIVERY_TIMEOUT,"事务事实未及时投递：outbox 状态、attempt、broker 响应",315,300,"重投未交付 outbox，不重复业务事务",RECOVERED,2026-08-10T02:45:00.000Z,synthetic://datasmart-govern/field-profile-statistics/16,0.95,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-017,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0017,EXEC-tenant-10-project-102-0017,object-16,trace-tenant-10-project-102-0017,INC-tenant-10-project-102-0017,RC-tenant-10-project-102-0017,Reranker,CONNECTOR_VERSION_INCOMPATIBLE,"连接器版本不支持配置：版本、能力快照、配置字段",316,300,"回滚兼容配置或人工升级连接器",RECOVERED,2026-08-10T02:56:00.000Z,synthetic://datasmart-govern/field-profile-statistics/17,0.96,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-018,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0018,EXEC-tenant-10-project-102-0018,object-17,trace-tenant-10-project-102-0018,INC-tenant-10-project-102-0018,RC-tenant-10-project-102-0018,WebSocket,TARGET_CAPACITY_EXCEEDED,"目标 CPU/连接/磁盘达到阈值：容量指标、等待事件、配额",317,300,"降低负载并等待恢复，不扩大压力",RECOVERED,2026-08-10T03:07:00.000Z,synthetic://datasmart-govern/field-profile-statistics/18,0.97,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-019,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0019,EXEC-tenant-10-project-102-0019,object-18,trace-tenant-10-project-102-0019,INC-tenant-10-project-102-0019,RC-tenant-10-project-102-0019,Prometheus,DIRTY_RECORD_THRESHOLD_EXCEEDED,"脏数据超过任务阈值：规则结果、坏行样本引用、阈值",318,300,"隔离坏行；超过停止阈值时退出",RECOVERED,2026-08-10T03:18:00.000Z,synthetic://datasmart-govern/field-profile-statistics/19,0.98,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-020,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0020,EXEC-tenant-10-project-102-0020,object-19,trace-tenant-10-project-102-0020,INC-tenant-10-project-102-0020,RC-tenant-10-project-102-0020,Alertmanager,DDL_REQUIRED,"需要修改目标结构：元数据差异与目标约束",319,300,"高风险动作，返回 DDL、影响、回滚与验证指引",RECOVERED,2026-08-10T03:29:00.000Z,synthetic://datasmart-govern/field-profile-statistics/20,0.99,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-021,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0021,EXEC-tenant-10-project-102-0021,object-20,trace-tenant-10-project-102-0021,INC-tenant-10-project-102-0021,RC-tenant-10-project-102-0021,磁盘,CONNECTION_TIMEOUT,"网络或端点超时：连接耗时、DNS、目标健康",320,300,"有界增加超时或等待端点恢复；持续失败时退出",RECOVERED,2026-08-10T03:40:00.000Z,synthetic://datasmart-govern/field-profile-statistics/21,0.90,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-022,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0022,EXEC-tenant-10-project-102-0022,object-21,trace-tenant-10-project-102-0022,INC-tenant-10-project-102-0022,RC-tenant-10-project-102-0022,证书,AUTHENTICATION_FAILED,"凭据失效或引用错误：认证响应与凭据引用版本",321,300,"禁止自动修改凭据，返回轮换指引",ATTENTION_REQUIRED,2026-08-10T03:51:00.000Z,synthetic://datasmart-govern/field-profile-statistics/22,0.91,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-023,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0023,EXEC-tenant-10-project-102-0023,object-22,trace-tenant-10-project-102-0023,INC-tenant-10-project-102-0023,RC-tenant-10-project-102-0023,备份,PERMISSION_DENIED,"资源动作未授权：actor、resource、action、审批事实",322,300,"立即退出 Loop，说明所需权限",RECOVERED,2026-08-10T04:02:00.000Z,synthetic://datasmart-govern/field-profile-statistics/23,0.92,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-024,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0024,EXEC-tenant-10-project-102-0024,object-23,trace-tenant-10-project-102-0024,INC-tenant-10-project-102-0024,RC-tenant-10-project-102-0024,审计,RATE_LIMIT_EXCEEDED,"来源或目标端限流：429、限流头、连接器容量",323,300,"降低并发/批量并有界退避",RECOVERED,2026-08-10T04:13:00.000Z,synthetic://datasmart-govern/field-profile-statistics/24,0.93,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-025,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0025,EXEC-tenant-10-project-102-0025,object-24,trace-tenant-10-project-102-0025,INC-tenant-10-project-102-0025,RC-tenant-10-project-102-0025,Gateway,SCHEMA_DRIFT_DETECTED,"来源结构发生变化：schema 指纹与元数据差异",324,300,"刷新元数据；唯一兼容映射才自动修复",RECOVERED,2026-08-10T04:24:00.000Z,synthetic://datasmart-govern/field-profile-statistics/25,0.94,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-026,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0026,EXEC-tenant-10-project-102-0026,object-25,trace-tenant-10-project-102-0026,INC-tenant-10-project-102-0026,RC-tenant-10-project-102-0026,Task Management,FIELD_MAPPING_MISSING,"目标字段缺少映射：源目标字段、历史成功映射",325,300,"唯一映射可修复，歧义映射退出",RECOVERED,2026-08-10T04:35:00.000Z,synthetic://datasmart-govern/field-profile-statistics/26,0.95,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-027,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0027,EXEC-tenant-10-project-102-0027,object-26,trace-tenant-10-project-102-0027,INC-tenant-10-project-102-0027,RC-tenant-10-project-102-0027,Agent Runtime,NOT_NULL_VIOLATION,"目标非空字段收到空值：错误字段、字段画像、已批准默认值",326,300,"使用已批准静态默认值；不得放宽约束",RECOVERED,2026-08-10T04:46:00.000Z,synthetic://datasmart-govern/field-profile-statistics/27,0.96,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-028,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0028,EXEC-tenant-10-project-102-0028,object-27,trace-tenant-10-project-102-0028,INC-tenant-10-project-102-0028,RC-tenant-10-project-102-0028,Python AI Runtime,DATA_TYPE_MISMATCH,"源目标类型不兼容：类型、精度、长度、样本统计",327,300,"无损转换可修复，有损转换退出",RECOVERED,2026-08-10T04:57:00.000Z,synthetic://datasmart-govern/field-profile-statistics/28,0.97,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-029,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0029,EXEC-tenant-10-project-102-0029,object-28,trace-tenant-10-project-102-0029,INC-tenant-10-project-102-0029,RC-tenant-10-project-102-0029,Kafka Broker,NUMERIC_OVERFLOW,"数值超过目标精度：最值、precision、scale",328,300,"禁止截断，返回扩容或映射建议",ATTENTION_REQUIRED,2026-08-10T05:08:00.000Z,synthetic://datasmart-govern/field-profile-statistics/29,0.98,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-030,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0030,EXEC-tenant-10-project-102-0030,object-29,trace-tenant-10-project-102-0030,INC-tenant-10-project-102-0030,RC-tenant-10-project-102-0030,Kafka Consumer,STRING_TRUNCATION_RISK,"字符串超过目标长度：最大长度与超限行数",329,300,"禁止静默截断，退出并给出影响",RECOVERED,2026-08-10T05:19:00.000Z,synthetic://datasmart-govern/field-profile-statistics/30,0.99,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-031,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0031,EXEC-tenant-10-project-102-0031,object-30,trace-tenant-10-project-102-0031,INC-tenant-10-project-102-0031,RC-tenant-10-project-102-0031,Outbox,FOREIGN_KEY_MISSING,"父记录尚未存在：约束名、父子对象、执行 DAG",330,300,"调整依赖顺序并 replay 父子对象",RECOVERED,2026-08-10T05:30:00.000Z,synthetic://datasmart-govern/field-profile-statistics/31,0.90,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-032,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0032,EXEC-tenant-10-project-102-0032,object-31,trace-tenant-10-project-102-0032,INC-tenant-10-project-102-0032,RC-tenant-10-project-102-0032,DLT,UNIQUE_CONSTRAINT_VIOLATION,"业务键或幂等键重复：约束名、键摘要、历史回执",331,300,"确认幂等重放；非幂等冲突退出",RECOVERED,2026-08-10T05:41:00.000Z,synthetic://datasmart-govern/field-profile-statistics/32,0.91,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-033,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0033,EXEC-tenant-10-project-102-0033,object-00,trace-tenant-10-project-102-0033,INC-tenant-10-project-102-0033,RC-tenant-10-project-102-0033,Datasource,CHECKPOINT_NOT_FOUND,"没有可恢复位点：对象台账与 checkpoint 表",332,300,"只在授权允许时从安全起点重跑",RECOVERED,2026-08-10T05:52:00.000Z,synthetic://datasmart-govern/field-profile-statistics/33,0.92,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-034,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0034,EXEC-tenant-10-project-102-0034,object-01,trace-tenant-10-project-102-0034,INC-tenant-10-project-102-0034,RC-tenant-10-project-102-0034,Data Sync Worker,CHECKPOINT_STALE,"位点落后或与提交不一致：worker 回执、目标提交、位点时间",333,300,"选择最近已确认位点并验证去重",RECOVERED,2026-08-10T06:03:00.000Z,synthetic://datasmart-govern/field-profile-statistics/34,0.93,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-035,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0035,EXEC-tenant-10-project-102-0035,object-02,trace-tenant-10-project-102-0035,INC-tenant-10-project-102-0035,RC-tenant-10-project-102-0035,PostgreSQL,KAFKA_BACKLOG_HIGH,"消费者处理速度低于生产速度：group、partition、lag、处理时延",334,300,"隔离坏消息并在容量允许时扩容",RECOVERED,2026-08-10T06:14:00.000Z,synthetic://datasmart-govern/field-profile-statistics/35,0.94,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-036,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0036,EXEC-tenant-10-project-102-0036,object-03,trace-tenant-10-project-102-0036,INC-tenant-10-project-102-0036,RC-tenant-10-project-102-0036,pgvector,OUTBOX_DELIVERY_TIMEOUT,"事务事实未及时投递：outbox 状态、attempt、broker 响应",335,300,"重投未交付 outbox，不重复业务事务",ATTENTION_REQUIRED,2026-08-10T06:25:00.000Z,synthetic://datasmart-govern/field-profile-statistics/36,0.95,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-037,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0037,EXEC-tenant-10-project-102-0037,object-04,trace-tenant-10-project-102-0037,INC-tenant-10-project-102-0037,RC-tenant-10-project-102-0037,Redis,CONNECTOR_VERSION_INCOMPATIBLE,"连接器版本不支持配置：版本、能力快照、配置字段",336,300,"回滚兼容配置或人工升级连接器",RECOVERED,2026-08-10T06:36:00.000Z,synthetic://datasmart-govern/field-profile-statistics/37,0.96,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-038,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0038,EXEC-tenant-10-project-102-0038,object-05,trace-tenant-10-project-102-0038,INC-tenant-10-project-102-0038,RC-tenant-10-project-102-0038,MinIO,TARGET_CAPACITY_EXCEEDED,"目标 CPU/连接/磁盘达到阈值：容量指标、等待事件、配额",337,300,"降低负载并等待恢复，不扩大压力",RECOVERED,2026-08-10T06:47:00.000Z,synthetic://datasmart-govern/field-profile-statistics/38,0.97,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-039,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0039,EXEC-tenant-10-project-102-0039,object-06,trace-tenant-10-project-102-0039,INC-tenant-10-project-102-0039,RC-tenant-10-project-102-0039,Model Provider,DIRTY_RECORD_THRESHOLD_EXCEEDED,"脏数据超过任务阈值：规则结果、坏行样本引用、阈值",338,300,"隔离坏行；超过停止阈值时退出",RECOVERED,2026-08-10T06:58:00.000Z,synthetic://datasmart-govern/field-profile-statistics/39,0.98,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-040,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0040,EXEC-tenant-10-project-102-0040,object-07,trace-tenant-10-project-102-0040,INC-tenant-10-project-102-0040,RC-tenant-10-project-102-0040,Embedding,DDL_REQUIRED,"需要修改目标结构：元数据差异与目标约束",339,300,"高风险动作，返回 DDL、影响、回滚与验证指引",RECOVERED,2026-08-10T07:09:00.000Z,synthetic://datasmart-govern/field-profile-statistics/40,0.99,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-041,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0041,EXEC-tenant-10-project-102-0041,object-08,trace-tenant-10-project-102-0041,INC-tenant-10-project-102-0041,RC-tenant-10-project-102-0041,Reranker,CONNECTION_TIMEOUT,"网络或端点超时：连接耗时、DNS、目标健康",340,300,"有界增加超时或等待端点恢复；持续失败时退出",RECOVERED,2026-08-10T07:20:00.000Z,synthetic://datasmart-govern/field-profile-statistics/41,0.90,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-042,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0042,EXEC-tenant-10-project-102-0042,object-09,trace-tenant-10-project-102-0042,INC-tenant-10-project-102-0042,RC-tenant-10-project-102-0042,WebSocket,AUTHENTICATION_FAILED,"凭据失效或引用错误：认证响应与凭据引用版本",341,300,"禁止自动修改凭据，返回轮换指引",RECOVERED,2026-08-10T07:31:00.000Z,synthetic://datasmart-govern/field-profile-statistics/42,0.91,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-043,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0043,EXEC-tenant-10-project-102-0043,object-10,trace-tenant-10-project-102-0043,INC-tenant-10-project-102-0043,RC-tenant-10-project-102-0043,Prometheus,PERMISSION_DENIED,"资源动作未授权：actor、resource、action、审批事实",342,300,"立即退出 Loop，说明所需权限",ATTENTION_REQUIRED,2026-08-10T07:42:00.000Z,synthetic://datasmart-govern/field-profile-statistics/43,0.92,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-044,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0044,EXEC-tenant-10-project-102-0044,object-11,trace-tenant-10-project-102-0044,INC-tenant-10-project-102-0044,RC-tenant-10-project-102-0044,Alertmanager,RATE_LIMIT_EXCEEDED,"来源或目标端限流：429、限流头、连接器容量",343,300,"降低并发/批量并有界退避",RECOVERED,2026-08-10T07:53:00.000Z,synthetic://datasmart-govern/field-profile-statistics/44,0.93,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-045,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0045,EXEC-tenant-10-project-102-0045,object-12,trace-tenant-10-project-102-0045,INC-tenant-10-project-102-0045,RC-tenant-10-project-102-0045,磁盘,SCHEMA_DRIFT_DETECTED,"来源结构发生变化：schema 指纹与元数据差异",344,300,"刷新元数据；唯一兼容映射才自动修复",RECOVERED,2026-08-10T08:04:00.000Z,synthetic://datasmart-govern/field-profile-statistics/45,0.94,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-046,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0046,EXEC-tenant-10-project-102-0046,object-13,trace-tenant-10-project-102-0046,INC-tenant-10-project-102-0046,RC-tenant-10-project-102-0046,证书,FIELD_MAPPING_MISSING,"目标字段缺少映射：源目标字段、历史成功映射",345,300,"唯一映射可修复，歧义映射退出",RECOVERED,2026-08-10T08:15:00.000Z,synthetic://datasmart-govern/field-profile-statistics/46,0.95,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-047,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0047,EXEC-tenant-10-project-102-0047,object-14,trace-tenant-10-project-102-0047,INC-tenant-10-project-102-0047,RC-tenant-10-project-102-0047,备份,NOT_NULL_VIOLATION,"目标非空字段收到空值：错误字段、字段画像、已批准默认值",346,300,"使用已批准静态默认值；不得放宽约束",RECOVERED,2026-08-10T08:26:00.000Z,synthetic://datasmart-govern/field-profile-statistics/47,0.96,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-048,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0048,EXEC-tenant-10-project-102-0048,object-15,trace-tenant-10-project-102-0048,INC-tenant-10-project-102-0048,RC-tenant-10-project-102-0048,审计,DATA_TYPE_MISMATCH,"源目标类型不兼容：类型、精度、长度、样本统计",347,300,"无损转换可修复，有损转换退出",RECOVERED,2026-08-10T08:37:00.000Z,synthetic://datasmart-govern/field-profile-statistics/48,0.97,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-049,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0049,EXEC-tenant-10-project-102-0049,object-16,trace-tenant-10-project-102-0049,INC-tenant-10-project-102-0049,RC-tenant-10-project-102-0049,Gateway,NUMERIC_OVERFLOW,"数值超过目标精度：最值、precision、scale",348,300,"禁止截断，返回扩容或映射建议",RECOVERED,2026-08-10T08:48:00.000Z,synthetic://datasmart-govern/field-profile-statistics/49,0.98,SYNTHETIC_CORRELATED_RECORD
CSV-PROF-799-050,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,TASK-tenant-10-project-102-0050,EXEC-tenant-10-project-102-0050,object-17,trace-tenant-10-project-102-0050,INC-tenant-10-project-102-0050,RC-tenant-10-project-102-0050,Task Management,STRING_TRUNCATION_RISK,"字符串超过目标长度：最大长度与超限行数",349,300,"禁止静默截断，退出并给出影响",ATTENTION_REQUIRED,2026-08-10T08:59:00.000Z,synthetic://datasmart-govern/field-profile-statistics/50,0.99,SYNTHETIC_CORRELATED_RECORD
